ltable_id,rtable_id
133,3897
133,4795
133,12229
133,18758
133,10567
133,10826
133,20173
133,20308
133,2775
133,16343
133,1379
133,18798
133,240
133,6385
133,17524
133,17525
133,18167
747,15105
747,2307
747,10885
747,5768
747,2443
747,14349
747,17552
747,18704
747,15385
747,3359
747,290
747,21540
747,11941
747,19123
747,17844
747,3897
747,4795
747,12229
747,18758
747,10567
747,10826
747,20173
747,20308
747,2775
747,16343
747,1379
747,18798
747,240
747,6385
747,17524
747,17525
747,18167
692,15105
692,2307
692,10885
692,5768
692,2443
692,14349
692,17552
692,15385
692,3359
692,290
692,21540
692,11941
692,19123
692,17844
692,3897
692,4795
692,12229
692,18758
692,10567
692,10826
692,20173
692,20308
692,2775
692,16343
692,1379
692,18798
692,240
692,6385
692,17524
692,17525
692,18167
1783,15105
1783,2307
1783,10885
1783,5768
1783,2443
1783,14349
1783,17552
1783,18704
1783,15385
1783,3359
1783,290
1783,21540
1783,11941
1783,19123
1783,17844
1783,3897
1783,4795
1783,12229
1783,18758
1783,10567
1783,10826
1783,20173
1783,20308
1783,2775
1783,16343
1783,1379
1783,18798
1783,240
1783,6385
1783,17524
1783,17525
1783,18167
1883,15105
1883,2307
1883,10885
1883,5768
1883,2443
1883,14349
1883,17552
1883,18704
1883,15385
1883,3359
1883,290
1883,21540
1883,11941
1883,17844
1883,3897
1883,4795
1883,12229
1883,18758
1883,10567
1883,10826
1883,20173
1883,20308
1883,2775
1883,16343
1883,1379
1883,18798
1883,240
1883,6385
1883,17524
1883,17525
1883,18167
1249,8457
1249,8458
1249,14859
1249,14860
1249,18723
1249,6053
1249,4650
1249,17839
1249,21427
1249,6847
1249,19021
1249,6868
1249,19032
1249,2905
1249,6493
1249,15977
1249,12909
1249,3824
1249,2931
355,8457
355,8458
355,14859
355,14860
355,18723
355,6053
355,4650
355,17839
355,21427
355,6847
355,19021
355,6868
355,19032
355,2905
355,6493
355,15977
355,12909
355,3824
355,2931
2044,8457
2044,8458
2044,14859
2044,14860
2044,18723
2044,6053
2044,4650
2044,17839
2044,21427
2044,6847
2044,19021
2044,6868
2044,19032
2044,2905
2044,6493
2044,15977
2044,12909
2044,3824
2044,2931
1032,12288
1032,12289
1032,12290
1032,12291
1032,10244
1032,12292
1032,12293
1032,12295
1032,13942
1032,22020
1032,11789
1032,10255
1032,22032
1032,11299
1032,19473
1032,19474
1032,19475
1032,7702
1032,22040
1032,7707
1032,7713
1032,10275
1032,1060
1032,10276
1032,10277
1032,10278
1032,10279
1032,10280
1032,10281
1032,10282
1032,10283
1032,10284
1032,10285
1032,10286
1032,10287
1032,10288
1032,10289
1032,10290
1032,10291
1032,10292
1032,10293
1032,10294
1032,15925
1032,15926
1032,15927
1032,15928
1032,20033
1032,20036
1032,20573
1032,6236
1032,6237
1032,6238
1032,6239
1032,96
1032,97
1032,6240
1032,6241
1032,6242
1032,6243
1032,6244
1032,6245
1032,6246
1032,6247
1032,6248
1032,6249
1032,6250
1032,6251
1032,3694
1032,8294
1032,8295
1032,8296
1032,8297
1032,8298
1032,8299
1032,8301
1032,8302
1032,8303
1032,8304
1032,8305
1032,5754
1032,8306
1032,8307
1032,8308
1032,1150
1032,12413
1032,13943
1032,20608
1032,20609
1032,20610
1032,20611
1032,4244
1032,4245
1032,4246
1032,4247
1032,4248
1032,4249
1032,4250
1032,4251
1032,4252
1032,4253
1032,4254
1032,4255
1032,4256
1032,4257
1032,4258
1032,4259
1032,4260
1032,4261
1032,4262
1032,4263
1032,181
1032,18623
1032,11982
1032,8287
1032,19169
1032,19681
1032,8288
1032,8289
1032,8290
1032,8291
1032,8292
1032,2297
1032,8293
1032,2312
1032,2313
1032,2314
1032,2315
1032,2316
1032,2317
1032,2318
1032,2319
1032,2320
1032,2321
1032,2322
1032,2323
1032,2324
1032,2325
1032,2326
1032,2327
1032,15219
1032,19747
1032,19748
1032,21295
1032,15224
1032,20283
1032,18236
1032,7997
1032,7998
1032,2879
1032,5952
1032,5953
1032,5954
1032,5955
1032,18244
1032,20284
1032,2887
1032,18249
1032,15237
1032,20326
1032,366
1032,367
1032,368
1032,369
1032,370
1032,371
1032,372
1032,373
1032,374
1032,375
1032,3960
1032,3961
1032,376
1032,377
1032,378
1032,379
1032,380
1032,381
1032,384
1032,385
1032,386
1032,387
1032,382
1032,383
1032,14212
1032,14213
1032,14214
1032,14215
1032,14216
1032,14219
1032,14220
1032,397
1032,14221
1032,14222
1032,14224
1032,14225
1032,14226
1032,14227
1032,14228
1032,14229
1032,408
1032,5273
1032,21150
1032,5275
1032,10676
1032,20919
1032,20920
1032,20921
1032,20922
1032,21662
1032,19397
1032,1999
1032,2001
1032,2002
1032,2003
1032,12767
1032,18916
1032,18917
1032,5094
1032,2537
1032,17385
1032,6124
1032,13941
1032,14832
1032,12275
1032,5108
1032,12276
1032,12277
1032,12279
1032,12280
1032,12281
1032,12282
1032,12283
1032,12284
1032,12285
1032,12286
1032,12287
2057,12288
2057,12289
2057,12290
2057,12291
2057,10244
2057,12292
2057,12293
2057,12295
2057,13942
2057,22020
2057,11789
2057,10255
2057,22032
2057,11299
2057,19473
2057,19474
2057,19475
2057,7702
2057,22040
2057,7707
2057,7713
2057,10275
2057,1060
2057,10276
2057,10277
2057,10278
2057,10279
2057,10280
2057,10281
2057,10282
2057,10283
2057,10284
2057,10285
2057,10286
2057,10287
2057,10288
2057,10289
2057,10290
2057,10291
2057,10292
2057,10293
2057,10294
2057,15925
2057,15926
2057,15927
2057,15928
2057,20033
2057,20036
2057,20573
2057,6236
2057,6237
2057,6238
2057,6239
2057,96
2057,97
2057,6240
2057,6241
2057,6242
2057,6243
2057,6244
2057,6245
2057,6246
2057,6247
2057,6248
2057,6249
2057,6250
2057,6251
2057,3694
2057,8294
2057,8295
2057,8296
2057,8297
2057,8298
2057,8299
2057,8301
2057,8302
2057,8303
2057,8304
2057,8305
2057,5754
2057,8306
2057,8307
2057,8308
2057,1150
2057,12413
2057,13943
2057,20608
2057,20609
2057,20610
2057,20611
2057,4244
2057,4245
2057,4246
2057,4247
2057,4248
2057,4249
2057,4250
2057,4251
2057,4252
2057,4253
2057,4254
2057,4255
2057,4256
2057,4257
2057,4258
2057,4259
2057,4260
2057,4261
2057,4262
2057,4263
2057,181
2057,18623
2057,11982
2057,8287
2057,19169
2057,19681
2057,8288
2057,8289
2057,8290
2057,8291
2057,8292
2057,2297
2057,8293
2057,2312
2057,2313
2057,2314
2057,2315
2057,2316
2057,2317
2057,2318
2057,2319
2057,2320
2057,2321
2057,2322
2057,2323
2057,2324
2057,2325
2057,2326
2057,2327
2057,15219
2057,19747
2057,19748
2057,21295
2057,15224
2057,20283
2057,18236
2057,7997
2057,7998
2057,2879
2057,5952
2057,5953
2057,5954
2057,5955
2057,18244
2057,20284
2057,2887
2057,18249
2057,15237
2057,20326
2057,366
2057,367
2057,368
2057,369
2057,370
2057,371
2057,372
2057,373
2057,374
2057,375
2057,3960
2057,3961
2057,376
2057,377
2057,378
2057,379
2057,380
2057,381
2057,384
2057,385
2057,386
2057,387
2057,382
2057,383
2057,14212
2057,14213
2057,14214
2057,14215
2057,14216
2057,14219
2057,14220
2057,397
2057,14221
2057,14222
2057,14224
2057,14225
2057,14226
2057,14227
2057,14228
2057,14229
2057,408
2057,5273
2057,21150
2057,5275
2057,10676
2057,20919
2057,20920
2057,20921
2057,20922
2057,21662
2057,19397
2057,1999
2057,2001
2057,2002
2057,2003
2057,12767
2057,18916
2057,18917
2057,5094
2057,2537
2057,17385
2057,6124
2057,13941
2057,14832
2057,12275
2057,5108
2057,12276
2057,12277
2057,12279
2057,12280
2057,12281
2057,12282
2057,12283
2057,12284
2057,12285
2057,12286
2057,12287
1168,12288
1168,12289
1168,12290
1168,12291
1168,10244
1168,12292
1168,12293
1168,12295
1168,13942
1168,22020
1168,11789
1168,10255
1168,22032
1168,11299
1168,19473
1168,19474
1168,19475
1168,7702
1168,22040
1168,7707
1168,7713
1168,10275
1168,1060
1168,10276
1168,10277
1168,10278
1168,10279
1168,10280
1168,10281
1168,10282
1168,10283
1168,10284
1168,10285
1168,10286
1168,10287
1168,10288
1168,10289
1168,10290
1168,10291
1168,10292
1168,10293
1168,10294
1168,15925
1168,15926
1168,15927
1168,15928
1168,20033
1168,20036
1168,20573
1168,6236
1168,6237
1168,6238
1168,6239
1168,96
1168,97
1168,6240
1168,6241
1168,6242
1168,6243
1168,6244
1168,6245
1168,6246
1168,6247
1168,6248
1168,6249
1168,6250
1168,6251
1168,3694
1168,8294
1168,8295
1168,8296
1168,8297
1168,8298
1168,8299
1168,8301
1168,8302
1168,8303
1168,8305
1168,5754
1168,8306
1168,8307
1168,8308
1168,1150
1168,12413
1168,13943
1168,20608
1168,20609
1168,20610
1168,20611
1168,4244
1168,4245
1168,4246
1168,4247
1168,4248
1168,4249
1168,4250
1168,4251
1168,4252
1168,4253
1168,4254
1168,4255
1168,4256
1168,4257
1168,4258
1168,4259
1168,4260
1168,4261
1168,4262
1168,4263
1168,181
1168,18623
1168,11982
1168,8287
1168,19169
1168,19681
1168,8288
1168,8289
1168,8290
1168,8291
1168,8292
1168,2297
1168,8293
1168,2312
1168,2313
1168,2314
1168,2315
1168,2316
1168,2317
1168,2318
1168,2319
1168,2320
1168,2321
1168,2322
1168,2323
1168,2324
1168,2325
1168,2326
1168,2327
1168,15219
1168,19747
1168,19748
1168,21295
1168,15224
1168,20283
1168,18236
1168,7997
1168,7998
1168,2879
1168,5952
1168,5953
1168,5954
1168,5955
1168,18244
1168,20284
1168,2887
1168,18249
1168,15237
1168,20326
1168,366
1168,367
1168,368
1168,369
1168,370
1168,371
1168,372
1168,373
1168,374
1168,375
1168,3960
1168,3961
1168,376
1168,377
1168,378
1168,379
1168,380
1168,381
1168,384
1168,385
1168,386
1168,387
1168,382
1168,383
1168,14212
1168,14213
1168,14214
1168,14215
1168,14216
1168,14219
1168,14220
1168,397
1168,14221
1168,14222
1168,14224
1168,14225
1168,14226
1168,14227
1168,14228
1168,14229
1168,408
1168,5273
1168,21150
1168,5275
1168,10676
1168,20919
1168,20920
1168,20921
1168,20922
1168,21662
1168,19397
1168,1999
1168,2001
1168,2002
1168,2003
1168,12767
1168,18916
1168,18917
1168,5094
1168,2537
1168,17385
1168,6124
1168,13941
1168,14832
1168,12275
1168,5108
1168,12276
1168,12277
1168,12279
1168,12280
1168,12281
1168,12282
1168,12283
1168,12284
1168,12285
1168,12286
1168,12287
924,12288
924,12289
924,12290
924,12291
924,12292
924,12293
924,12295
924,13942
924,22020
924,11789
924,10255
924,22032
924,11299
924,19473
924,19474
924,19475
924,7702
924,22040
924,7707
924,7713
924,10275
924,1060
924,10276
924,10278
924,10279
924,10280
924,10281
924,10282
924,10283
924,10284
924,10285
924,10286
924,10287
924,10288
924,10289
924,10290
924,10291
924,10292
924,10293
924,10294
924,15925
924,15926
924,15927
924,15928
924,20033
924,20036
924,20573
924,6236
924,6237
924,6238
924,6239
924,96
924,97
924,6240
924,6241
924,6242
924,6243
924,6244
924,6245
924,6246
924,6247
924,6248
924,6249
924,6250
924,6251
924,3694
924,8294
924,8295
924,8296
924,8297
924,8298
924,8299
924,8301
924,8302
924,8303
924,8304
924,8305
924,5754
924,8306
924,8307
924,8308
924,1150
924,12413
924,13943
924,20608
924,20609
924,20610
924,20611
924,4244
924,4245
924,4246
924,4247
924,4248
924,4249
924,4250
924,4251
924,4252
924,4253
924,4254
924,4255
924,4256
924,4257
924,4258
924,4259
924,4260
924,4261
924,4262
924,4263
924,181
924,18623
924,11982
924,8287
924,19169
924,19681
924,8288
924,8289
924,8290
924,8291
924,8292
924,2297
924,8293
924,2312
924,2313
924,2314
924,2315
924,2318
924,2319
924,2320
924,2321
924,2322
924,2323
924,2324
924,2325
924,2326
924,2327
924,15219
924,19747
924,19748
924,21295
924,15224
924,20283
924,18236
924,7997
924,7998
924,2879
924,5952
924,5953
924,5954
924,5955
924,18244
924,20284
924,2887
924,18249
924,15237
924,20326
924,366
924,367
924,368
924,369
924,370
924,371
924,372
924,373
924,374
924,375
924,3960
924,3961
924,376
924,377
924,378
924,379
924,380
924,381
924,384
924,385
924,386
924,387
924,382
924,383
924,14212
924,14213
924,14214
924,14215
924,14216
924,14219
924,14220
924,397
924,14221
924,14222
924,14224
924,14225
924,14226
924,14227
924,14228
924,14229
924,408
924,5273
924,21150
924,5275
924,10676
924,20919
924,20920
924,20921
924,20922
924,21662
924,19397
924,1999
924,2001
924,2002
924,2003
924,12767
924,18916
924,18917
924,5094
924,2537
924,17385
924,6124
924,13941
924,14832
924,12275
924,5108
924,12276
924,12277
924,12279
924,12280
924,12281
924,12282
924,12283
924,12284
924,12285
924,12286
924,12287
416,12288
416,12289
416,12290
416,12291
416,10244
416,12292
416,12293
416,12295
416,13942
416,22020
416,11789
416,10255
416,22032
416,11299
416,19473
416,19474
416,19475
416,7702
416,22040
416,7707
416,7713
416,10275
416,1060
416,10276
416,10277
416,10278
416,10279
416,10280
416,10281
416,10282
416,10283
416,10284
416,10285
416,10286
416,10287
416,10288
416,10289
416,10290
416,10291
416,10292
416,10293
416,10294
416,15925
416,15926
416,15927
416,15928
416,20033
416,20036
416,20573
416,6236
416,6237
416,6238
416,6239
416,96
416,97
416,6240
416,6241
416,6242
416,6243
416,6244
416,6245
416,6246
416,6247
416,6248
416,6249
416,6250
416,6251
416,3694
416,8294
416,8295
416,8296
416,8297
416,8298
416,8299
416,8301
416,8302
416,8303
416,8304
416,8305
416,5754
416,8306
416,8307
416,8308
416,1150
416,12413
416,13943
416,20608
416,20609
416,20610
416,20611
416,4244
416,4245
416,4246
416,4247
416,4248
416,4249
416,4250
416,4251
416,4252
416,4253
416,4254
416,4255
416,4256
416,4257
416,4258
416,4259
416,4260
416,4261
416,4262
416,4263
416,181
416,18623
416,11982
416,8287
416,19169
416,19681
416,8288
416,8289
416,8290
416,8291
416,8292
416,2297
416,8293
416,2312
416,2313
416,2314
416,2315
416,2316
416,2317
416,2318
416,2319
416,2320
416,2321
416,2322
416,2323
416,2324
416,2325
416,2326
416,2327
416,15219
416,19747
416,19748
416,21295
416,15224
416,20283
416,18236
416,7997
416,7998
416,2879
416,5952
416,5953
416,5954
416,5955
416,18244
416,20284
416,2887
416,18249
416,15237
416,20326
416,366
416,367
416,368
416,369
416,370
416,371
416,372
416,373
416,374
416,375
416,3960
416,3961
416,376
416,377
416,378
416,379
416,380
416,381
416,384
416,385
416,386
416,387
416,382
416,383
416,14212
416,14213
416,14214
416,14215
416,14216
416,14219
416,14220
416,397
416,14221
416,14222
416,14224
416,14225
416,14226
416,14227
416,14228
416,14229
416,408
416,5273
416,21150
416,5275
416,10676
416,20919
416,20920
416,20921
416,20922
416,21662
416,19397
416,1999
416,2001
416,2002
416,2003
416,12767
416,18916
416,18917
416,5094
416,2537
416,17385
416,6124
416,13941
416,14832
416,12275
416,5108
416,12276
416,12277
416,12279
416,12280
416,12281
416,12282
416,12283
416,12284
416,12285
416,12286
416,12287
1824,12288
1824,12289
1824,12290
1824,12291
1824,10244
1824,12292
1824,12293
1824,12295
1824,13942
1824,22020
1824,11789
1824,10255
1824,22032
1824,11299
1824,19473
1824,19474
1824,19475
1824,7702
1824,22040
1824,7707
1824,7713
1824,10275
1824,1060
1824,10276
1824,10277
1824,10278
1824,10279
1824,10280
1824,10281
1824,10282
1824,10283
1824,10284
1824,10285
1824,10286
1824,10287
1824,10288
1824,10289
1824,10290
1824,10291
1824,10292
1824,10293
1824,10294
1824,15925
1824,15926
1824,15927
1824,15928
1824,20033
1824,20036
1824,20573
1824,6236
1824,6237
1824,6238
1824,6239
1824,96
1824,97
1824,6240
1824,6241
1824,6242
1824,6243
1824,6244
1824,6245
1824,6246
1824,6247
1824,6248
1824,6249
1824,6250
1824,6251
1824,3694
1824,8294
1824,8295
1824,8296
1824,8297
1824,8298
1824,8299
1824,8301
1824,8302
1824,8303
1824,8304
1824,8305
1824,5754
1824,8307
1824,8308
1824,1150
1824,12413
1824,13943
1824,20608
1824,20609
1824,20610
1824,20611
1824,4244
1824,4245
1824,4246
1824,4247
1824,4248
1824,4249
1824,4250
1824,4251
1824,4252
1824,4253
1824,4254
1824,4255
1824,4256
1824,4257
1824,4258
1824,4259
1824,4260
1824,4261
1824,4262
1824,4263
1824,181
1824,18623
1824,11982
1824,8287
1824,19169
1824,19681
1824,8288
1824,8289
1824,8290
1824,8291
1824,8292
1824,2297
1824,8293
1824,2312
1824,2313
1824,2314
1824,2315
1824,2316
1824,2317
1824,2318
1824,2319
1824,2320
1824,2321
1824,2322
1824,2323
1824,2324
1824,2325
1824,2326
1824,2327
1824,15219
1824,19747
1824,19748
1824,21295
1824,15224
1824,20283
1824,18236
1824,7997
1824,7998
1824,2879
1824,5952
1824,5953
1824,5954
1824,5955
1824,18244
1824,20284
1824,2887
1824,18249
1824,15237
1824,20326
1824,366
1824,367
1824,368
1824,369
1824,370
1824,371
1824,372
1824,373
1824,374
1824,375
1824,3960
1824,3961
1824,376
1824,377
1824,378
1824,379
1824,380
1824,381
1824,384
1824,385
1824,386
1824,387
1824,382
1824,383
1824,14212
1824,14213
1824,14214
1824,14215
1824,14216
1824,14219
1824,14220
1824,397
1824,14221
1824,14222
1824,14224
1824,14225
1824,14226
1824,14227
1824,14228
1824,14229
1824,408
1824,5273
1824,21150
1824,5275
1824,10676
1824,20919
1824,20920
1824,20921
1824,20922
1824,21662
1824,19397
1824,1999
1824,2001
1824,2002
1824,2003
1824,12767
1824,18916
1824,18917
1824,5094
1824,2537
1824,17385
1824,6124
1824,13941
1824,14832
1824,12275
1824,5108
1824,12276
1824,12277
1824,12279
1824,12280
1824,12281
1824,12282
1824,12283
1824,12284
1824,12285
1824,12286
1824,12287
291,12288
291,12289
291,12290
291,12291
291,10244
291,12292
291,12293
291,12295
291,13942
291,22020
291,11789
291,10255
291,22032
291,11299
291,19473
291,19474
291,19475
291,7702
291,22040
291,7707
291,7713
291,10275
291,1060
291,10276
291,10277
291,10278
291,10279
291,10280
291,10281
291,10282
291,10283
291,10284
291,10285
291,10286
291,10287
291,10288
291,10289
291,10290
291,10291
291,10292
291,10293
291,10294
291,15925
291,15926
291,15927
291,15928
291,20033
291,20036
291,20573
291,6236
291,6237
291,6238
291,6239
291,96
291,97
291,6240
291,6241
291,6242
291,6243
291,6244
291,6245
291,6246
291,6247
291,6248
291,6249
291,6250
291,6251
291,3694
291,8294
291,8295
291,8296
291,8297
291,8298
291,8299
291,8301
291,8302
291,8303
291,8304
291,8305
291,5754
291,8306
291,8307
291,8308
291,1150
291,12413
291,13943
291,20608
291,20609
291,20610
291,20611
291,4244
291,4245
291,4246
291,4247
291,4248
291,4249
291,4250
291,4251
291,4252
291,4253
291,4254
291,4255
291,4256
291,4257
291,4258
291,4259
291,4260
291,4261
291,4262
291,4263
291,181
291,18623
291,11982
291,8287
291,19169
291,19681
291,8288
291,8289
291,8290
291,8291
291,8292
291,2297
291,8293
291,2312
291,2313
291,2314
291,2315
291,2316
291,2317
291,2318
291,2319
291,2320
291,2321
291,2322
291,2323
291,2324
291,2325
291,2326
291,2327
291,15219
291,19747
291,19748
291,21295
291,15224
291,20283
291,18236
291,7997
291,7998
291,2879
291,5952
291,5953
291,5954
291,5955
291,18244
291,20284
291,2887
291,18249
291,15237
291,20326
291,366
291,367
291,368
291,369
291,370
291,371
291,372
291,373
291,374
291,375
291,3960
291,3961
291,376
291,377
291,378
291,379
291,380
291,381
291,384
291,385
291,386
291,387
291,382
291,383
291,14212
291,14213
291,14214
291,14215
291,14216
291,14219
291,14220
291,397
291,14221
291,14222
291,14224
291,14225
291,14226
291,14227
291,14228
291,14229
291,408
291,5273
291,21150
291,5275
291,10676
291,20919
291,20920
291,20921
291,20922
291,21662
291,19397
291,1999
291,2002
291,2003
291,12767
291,18916
291,18917
291,5094
291,2537
291,17385
291,6124
291,13941
291,14832
291,12275
291,5108
291,12276
291,12277
291,12279
291,12280
291,12281
291,12282
291,12283
291,12284
291,12285
291,12286
291,12287
804,12288
804,12289
804,12290
804,12291
804,10244
804,12292
804,12293
804,12295
804,13942
804,22020
804,11789
804,10255
804,22032
804,11299
804,19473
804,19474
804,19475
804,7702
804,22040
804,7707
804,7713
804,10275
804,1060
804,10276
804,10277
804,10278
804,10279
804,10280
804,10281
804,10282
804,10283
804,10284
804,10285
804,10286
804,10287
804,10288
804,10289
804,10290
804,10291
804,10292
804,10293
804,10294
804,15925
804,15926
804,15927
804,15928
804,20033
804,20036
804,20573
804,6236
804,6237
804,6238
804,6239
804,96
804,97
804,6240
804,6241
804,6242
804,6243
804,6244
804,6245
804,6246
804,6247
804,6248
804,6249
804,6250
804,6251
804,3694
804,8294
804,8295
804,8296
804,8297
804,8298
804,8299
804,8301
804,8302
804,8303
804,8304
804,8305
804,5754
804,8306
804,8307
804,8308
804,1150
804,12413
804,13943
804,20608
804,20609
804,20610
804,20611
804,4244
804,4245
804,4246
804,4247
804,4248
804,4249
804,4250
804,4251
804,4252
804,4253
804,4254
804,4255
804,4256
804,4257
804,4258
804,4259
804,4260
804,4261
804,4262
804,4263
804,181
804,18623
804,11982
804,8287
804,19169
804,19681
804,8288
804,8289
804,8290
804,8291
804,8292
804,2297
804,8293
804,2312
804,2313
804,2314
804,2315
804,2316
804,2317
804,2318
804,2319
804,2320
804,2321
804,2322
804,2323
804,2324
804,2325
804,2326
804,2327
804,15219
804,19747
804,19748
804,21295
804,15224
804,20283
804,18236
804,7997
804,7998
804,2879
804,5952
804,5953
804,5954
804,5955
804,18244
804,20284
804,2887
804,18249
804,15237
804,20326
804,366
804,367
804,368
804,369
804,370
804,371
804,372
804,373
804,374
804,375
804,3960
804,3961
804,376
804,377
804,378
804,379
804,380
804,381
804,384
804,385
804,386
804,387
804,382
804,383
804,14212
804,14213
804,14214
804,14215
804,14216
804,14219
804,14220
804,397
804,14221
804,14222
804,14224
804,14225
804,14226
804,14227
804,14228
804,14229
804,408
804,5273
804,21150
804,5275
804,10676
804,20919
804,20920
804,20921
804,20922
804,21662
804,19397
804,1999
804,2001
804,2002
804,2003
804,12767
804,18916
804,18917
804,5094
804,2537
804,17385
804,6124
804,13941
804,14832
804,12275
804,5108
804,12276
804,12277
804,12279
804,12280
804,12281
804,12282
804,12283
804,12284
804,12285
804,12286
804,12287
1443,12288
1443,12289
1443,12290
1443,12291
1443,10244
1443,12292
1443,12293
1443,12295
1443,13942
1443,22020
1443,11789
1443,10255
1443,22032
1443,11299
1443,19473
1443,19474
1443,19475
1443,7702
1443,22040
1443,7707
1443,7713
1443,10275
1443,1060
1443,10276
1443,10277
1443,10278
1443,10279
1443,10280
1443,10281
1443,10282
1443,10283
1443,10284
1443,10285
1443,10286
1443,10287
1443,10288
1443,10289
1443,10290
1443,10291
1443,10292
1443,10293
1443,10294
1443,15925
1443,15926
1443,15927
1443,15928
1443,20033
1443,20036
1443,20573
1443,6236
1443,6237
1443,6238
1443,6239
1443,96
1443,97
1443,6240
1443,6241
1443,6242
1443,6243
1443,6244
1443,6245
1443,6246
1443,6247
1443,6248
1443,6249
1443,6250
1443,6251
1443,3694
1443,8294
1443,8295
1443,8296
1443,8297
1443,8298
1443,8299
1443,8301
1443,8303
1443,8304
1443,8305
1443,5754
1443,8306
1443,8307
1443,8308
1443,12413
1443,13943
1443,20608
1443,20609
1443,20610
1443,20611
1443,4244
1443,4245
1443,4246
1443,4247
1443,4248
1443,4249
1443,4250
1443,4251
1443,4252
